dataset,id,mom_id,origin_site,urb_cat,sex,age,round,treat,x_treat,enclo,svl,forearm,hindlimb,foot
cross_foster,7270,LN017,LN,n,J,9,1,U,nU,U3,49.5,14.37,24.38,19.07
cross_foster,7270,LN017,LN,n,J,64,2,U,nU,U3,71,19.54,33.73,25.57
cross_foster,7270,LN017,LN,n,J,125,3,U,nU,U3,75,21.59,36.6,27.51
cross_foster,7270,LN017,LN,n,J,239,4,U,nU,U3,73,22.23,36.23,29.45
cross_foster,7270,LN017,LN,n,J,313,5,U,nU,U3,79,24.05,39,29.23
cross_foster,7270,LN017,LN,n,J,372,6,U,nU,U3,83,23.31,40.39,28.63
cross_foster,7283,LN008,LN,n,J,6,1,U,nU,U2,51,15.91,23.63,18.06
cross_foster,7283,LN008,LN,n,J,61,2,U,nU,U2,74,22.39,35.78,27.91
cross_foster,7283,LN008,LN,n,J,122,3,U,nU,U2,82,23.86,39.47,29.76
cross_foster,7283,LN008,LN,n,J,236,4,U,nU,U2,79,23.53,39.42,30.49
cross_foster,7283,LN008,LN,n,J,310,5,U,nU,U2,88,27.89,43.29,33.02
cross_foster,7283,LN008,LN,n,J,369,6,U,nU,U2,90,28.32,44.12,32.3
cross_foster,7292,LN006,LN,n,J,10,1,N,nN,N1,51,14.31,24.97,20.54
cross_foster,7292,LN006,LN,n,J,65,2,N,nN,N1,72,20.78,35.39,26.39
cross_foster,7292,LN006,LN,n,J,126,3,N,nN,N1,78.5,23.04,38.22,29.59
cross_foster,7292,LN006,LN,n,J,240,4,N,nN,N1,79,23.47,39.28,29.95
cross_foster,7292,LN006,LN,n,J,314,5,N,nN,N1,88,26.47,42.71,32.65
cross_foster,7292,LN006,LN,n,J,373,6,N,nN,N1,93,27.36,47.05,34.8
cross_foster,7293,LN008,LN,n,J,4,1,N,nN,N3,50.5,16.17,26.54,20.54
cross_foster,7293,LN008,LN,n,J,59,2,N,nN,N3,74,20.38,35.26,27.57
cross_foster,7293,LN008,LN,n,J,120,3,N,nN,N3,80,22.04,37.49,28.33
cross_foster,7293,LN008,LN,n,J,234,4,N,nN,N3,77.5,21.71,37.77,29.18
cross_foster,7293,LN008,LN,n,J,308,5,N,nN,N3,88,26.3,42.45,33.91
cross_foster,7293,LN008,LN,n,J,367,6,N,nN,N3,92,27.44,44.27,32.03
cross_foster,7300,LN009,LN,n,J,11,1,N,nN,N3,50,15.21,25.3,19.73
cross_foster,7300,LN009,LN,n,J,66,2,N,nN,N3,70,21.54,34.52,26.5
cross_foster,7300,LN009,LN,n,J,127,3,N,nN,N3,77,21.5,37.3,29.48
cross_foster,7300,LN009,LN,n,J,241,4,N,nN,N3,76,23.09,38.64,30.32
cross_foster,7300,LN009,LN,n,J,315,5,N,nN,N3,74,24.84,38.13,30.67
cross_foster,7300,LN009,LN,n,J,374,6,N,nN,N3,86,24.76,42.09,30.63
cross_foster,7081,MB006,MB,u,J,0,1,U,uU,U3,45,15.35,23.53,18.91
cross_foster,7081,MB006,MB,u,J,55,2,U,uU,U3,57,17.41,28.62,22.46
cross_foster,7081,MB006,MB,u,J,116,3,U,uU,U3,62,18.55,31.91,25.4
cross_foster,7081,MB006,MB,u,J,230,4,U,uU,U3,65,19.73,31.93,24.89
cross_foster,7081,MB006,MB,u,J,304,5,U,uU,U3,70,20.11,35.84,24.96
cross_foster,7081,MB006,MB,u,J,363,6,U,uU,U3,72,21.75,36.58,25.92
cross_foster,7083,MB006,MB,u,J,0,1,N,uN,N3,44,12.87,21.55,17.02
cross_foster,7083,MB006,MB,u,J,54,2,N,uN,N3,62,17.72,30.23,21.81
cross_foster,7083,MB006,MB,u,J,115,3,N,uN,N3,69,19.74,34.14,25.94
cross_foster,7083,MB006,MB,u,J,229,4,N,uN,N3,69,20.27,33.29,26.69
cross_foster,7095,MB003,MB,u,J,4,1,U,uU,U3,49,16.32,26.76,19.26
cross_foster,7095,MB003,MB,u,J,59,2,U,uU,U3,65,18.55,31.3,23.61
cross_foster,7095,MB003,MB,u,J,120,3,U,uU,U3,69,20.21,32.45,24.32
cross_foster,7095,MB003,MB,u,J,234,4,U,uU,U3,70,20.11,35.61,24.62
cross_foster,7095,MB003,MB,u,J,308,5,U,uU,U3,78,22.11,37.65,28.3
cross_foster,7095,MB003,MB,u,J,367,6,U,uU,U3,83,24.24,39.59,28.79
cross_foster,7104,MB004,MB,u,J,23,1,U,uU,U3,51.5,16.87,25.36,20.73
cross_foster,7104,MB004,MB,u,J,78,2,U,uU,U3,74,21.1,34.04,27.34
cross_foster,7104,MB004,MB,u,J,139,3,U,uU,U3,80,23.48,37.9,27.16
cross_foster,7104,MB004,MB,u,J,253,4,U,uU,U3,80,24.4,36.7,30.48
cross_foster,7104,MB004,MB,u,J,327,5,U,uU,U3,90,25.18,42.84,32.2
cross_foster,7104,MB004,MB,u,J,386,6,U,uU,U3,92,27.17,42.38,31.15
cross_foster,7112,MB004,MB,u,J,23,1,U,uU,U2,52,17.14,25.57,20.14
cross_foster,7112,MB004,MB,u,J,78,2,U,uU,U2,71,20.48,33.45,26.35
cross_foster,7112,MB004,MB,u,J,139,3,U,uU,U2,77,22.97,37.13,28.12
cross_foster,7112,MB004,MB,u,J,253,4,U,uU,U2,77,22.23,36.96,28.09
cross_foster,7112,MB004,MB,u,J,327,5,U,uU,U2,83,25.3,40.45,30.13
cross_foster,7112,MB004,MB,u,J,386,6,U,uU,U2,84,23.26,38.68,28.27
cross_foster,7131,MB004,MB,u,J,24,1,U,uU,U1,51,15.69,26.06,19.99
cross_foster,7131,MB004,MB,u,J,79,2,U,uU,U1,78,22.42,37.53,29.33
cross_foster,7131,MB004,MB,u,J,140,3,U,uU,U1,85,24.91,41.08,33.31
cross_foster,7131,MB004,MB,u,J,254,4,U,uU,U1,85,25.94,41.56,30.95
cross_foster,7131,MB004,MB,u,J,328,5,U,uU,U1,95,30.29,46.2,34.07
cross_foster,7141,MB004,MB,u,J,23,1,N,uN,N3,50.5,15.26,26.33,19.3
cross_foster,7141,MB004,MB,u,J,78,2,N,uN,N3,75,22.18,36.43,27.54
cross_foster,7141,MB004,MB,u,J,139,3,N,uN,N3,82,23.82,40.31,30.72
cross_foster,7141,MB004,MB,u,J,253,4,N,uN,N3,80,24.35,40.24,30.14
cross_foster,7141,MB004,MB,u,J,327,5,N,uN,N3,92,27.61,45.3,34.26
cross_foster,7141,MB004,MB,u,J,386,6,N,uN,N3,95,28.92,45.95,33.55
cross_foster,7153,MB004,MB,u,J,23,1,N,uN,N1,52,16.11,25.3,19.88
cross_foster,7153,MB004,MB,u,J,78,2,N,uN,N1,74,22.04,37.01,27.53
cross_foster,7153,MB004,MB,u,J,139,3,N,uN,N1,80,23.66,39.22,31.18
cross_foster,7153,MB004,MB,u,J,253,4,N,uN,N1,82,23.81,38.88,29.3
cross_foster,7153,MB004,MB,u,J,327,5,N,uN,N1,90,27.2,43.62,32.92
cross_foster,7153,MB004,MB,u,J,386,6,N,uN,N1,95,27.34,45.15,34.59
cross_foster,7172,MB004,MB,u,J,23,1,N,uN,N2,49,15.08,26.06,20.45
cross_foster,7172,MB004,MB,u,J,78,2,N,uN,N2,70,19.66,34.29,27.13
cross_foster,7172,MB004,MB,u,J,139,3,N,uN,N2,76,21.92,35.6,28.35
cross_foster,7172,MB004,MB,u,J,253,4,N,uN,N2,76,22.43,35.66,28.98
cross_foster,7172,MB004,MB,u,J,327,5,N,uN,N2,88,26.47,42.56,33.08
cross_foster,7172,MB004,MB,u,J,386,6,N,uN,N2,92,27.79,42.86,31.84
cross_foster,7247,MB003,MB,u,J,4,1,N,uN,N3,47,16.87,25.52,19.65
cross_foster,7247,MB003,MB,u,J,59,2,N,uN,N3,65,20.66,33.54,24
cross_foster,7247,MB003,MB,u,J,120,3,N,uN,N3,79,21.76,36.41,28.45
cross_foster,7247,MB003,MB,u,J,234,4,N,uN,N3,71,22.26,37.38,29.07
cross_foster,7247,MB003,MB,u,J,308,5,N,uN,N3,79,23.82,41.07,31.34
cross_foster,7247,MB003,MB,u,J,367,6,N,uN,N3,82,24.86,41.03,28.84
cross_foster,10154,MB009,MB,u,J,0,1,U,uU,U1,48,15.27,24.05,19.48
cross_foster,10154,MB009,MB,u,J,44,2,U,uU,U1,61,17.35,31.18,24.04
cross_foster,10154,MB009,MB,u,J,105,3,U,uU,U1,68,19.84,35.29,25.54
cross_foster,10154,MB009,MB,u,J,219,4,U,uU,U1,67,20.77,35.26,25.66
cross_foster,10154,MB009,MB,u,J,293,5,U,uU,U1,76,23.34,40.08,28.44
cross_foster,10154,MB009,MB,u,J,352,6,U,uU,U1,78,22.23,37.77,28.68
cross_foster,10215,MB009,MB,u,J,0,1,N,uN,N1,48.5,13.83,24.17,19.27
cross_foster,10215,MB009,MB,u,J,43,2,N,uN,N1,61,18.46,31,23.7
cross_foster,10249,MB010,MB,u,J,0,1,U,uU,U2,50,15.73,26.22,20.93
cross_foster,10249,MB010,MB,u,J,44,2,U,uU,U2,67,20.81,32.53,25.51
cross_foster,10249,MB010,MB,u,J,105,3,U,uU,U2,72,21.44,38.27,28.43
cross_foster,10250,MB010,MB,u,J,0,1,N,uN,N2,49,14.22,22.62,20.13
cross_foster,10250,MB010,MB,u,J,43,2,N,uN,N2,64,17.23,32.5,26.08
cross_foster,10250,MB010,MB,u,J,104,3,N,uN,N2,69,19.28,35.55,26.43
cross_foster,10250,MB010,MB,u,J,218,4,N,uN,N2,69,22.16,35.04,27.35
cross_foster,10250,MB010,MB,u,J,351,6,N,uN,N2,81,24.84,40,30.88
cross_foster,10610,MB006,MB,u,J,0,1,N,uN,N2,45,14.47,23.83,19.93
cross_foster,10610,MB006,MB,u,J,55,2,N,uN,N2,61,18.2,31.04,24.39
cross_foster,10610,MB006,MB,u,J,116,3,N,uN,N2,64,19.47,30.69,23.11
cross_foster,10610,MB006,MB,u,J,230,4,N,uN,N2,64,19.94,33.27,24.79
cross_foster,10610,MB006,MB,u,J,304,5,N,uN,N2,72,22.24,36.09,28.78
cross_foster,10610,MB006,MB,u,J,363,6,N,uN,N2,74,21.98,36.86,27.15
cross_foster,7006,TZ009,TZ,u,J,5,1,U,uU,U1,50,15.9,24.54,21.33
cross_foster,7006,TZ009,TZ,u,J,60,2,U,uU,U1,72,22.19,37.32,29.17
cross_foster,7006,TZ009,TZ,u,J,121,3,U,uU,U1,71,22.49,37.86,29.55
cross_foster,7006,TZ009,TZ,u,J,235,4,U,uU,U1,77,23.21,38.18,29.27
cross_foster,7006,TZ009,TZ,u,J,309,5,U,uU,U1,85,26.53,43.1,32.6
cross_foster,7006,TZ009,TZ,u,J,368,6,U,uU,U1,89,27.47,43.39,32.77
cross_foster,7105,TZ011,TZ,u,J,20,1,U,uU,U1,52.5,16.65,27.04,22.58
cross_foster,7105,TZ011,TZ,u,J,75,2,U,uU,U1,72,22.82,35.8,28.37
cross_foster,7105,TZ011,TZ,u,J,136,3,U,uU,U1,75,23.64,38.14,29.12
cross_foster,7105,TZ011,TZ,u,J,250,4,U,uU,U1,75,23.04,37.57,29.53
cross_foster,7105,TZ011,TZ,u,J,324,5,U,uU,U1,82,25.32,40.84,29.74
cross_foster,7105,TZ011,TZ,u,J,383,6,U,uU,U1,84,26.31,41.19,30.71
cross_foster,7115,TZ011,TZ,u,J,21,1,N,uN,N1,56.5,17.61,26.57,22.67
cross_foster,7115,TZ011,TZ,u,J,76,2,N,uN,N1,76,23.17,37.12,29.23
cross_foster,7115,TZ011,TZ,u,J,137,3,N,uN,N1,82,24.5,39.08,31.09
cross_foster,7115,TZ011,TZ,u,J,251,4,N,uN,N1,81,25.17,38.62,31.14
cross_foster,7115,TZ011,TZ,u,J,325,5,N,uN,N1,88,27.09,42.95,35.35
cross_foster,7121,TZ007,TZ,u,J,18,1,N,uN,N3,49.5,15.28,26.13,20.03
cross_foster,7121,TZ007,TZ,u,J,73,2,N,uN,N3,67,21.07,34.27,26.05
cross_foster,7121,TZ007,TZ,u,J,134,3,N,uN,N3,70,20.52,34.47,27.16
cross_foster,7121,TZ007,TZ,u,J,248,4,N,uN,N3,69,20.63,34.66,27
cross_foster,7121,TZ007,TZ,u,J,322,5,N,uN,N3,79,23.21,39.69,29.39
cross_foster,7121,TZ007,TZ,u,J,381,6,N,uN,N3,80,24.53,39.69,29.85
cross_foster,7137,TZ007,TZ,u,J,18,1,N,uN,N2,50,14.79,25.99,20.01
cross_foster,7137,TZ007,TZ,u,J,73,2,N,uN,N2,67,19.84,34.31,25.65
cross_foster,7137,TZ007,TZ,u,J,248,4,N,uN,N2,73,23.01,38.17,27.98
cross_foster,7137,TZ007,TZ,u,J,322,5,N,uN,N2,78,24.75,39.59,29.41
cross_foster,7137,TZ007,TZ,u,J,381,6,N,uN,N2,85,25.17,42.04,30.33
cross_foster,7152,TZ007,TZ,u,J,18,1,U,uU,U3,50,16.27,26.04,18.57
cross_foster,7152,TZ007,TZ,u,J,73,2,U,uU,U3,73,19.9,34.05,26.38
cross_foster,7152,TZ007,TZ,u,J,134,3,U,uU,U3,76,22.44,36.96,28.03
cross_foster,7152,TZ007,TZ,u,J,248,4,U,uU,U3,76,22.27,38.57,30.6
cross_foster,7154,TZ007,TZ,u,J,19,1,U,uU,U2,50.5,15.43,27.21,20.74
cross_foster,7154,TZ007,TZ,u,J,74,2,U,uU,U2,73,22.68,36.25,27.04
cross_foster,7154,TZ007,TZ,u,J,135,3,U,uU,U2,75,22.5,36.73,28.72
cross_foster,7154,TZ007,TZ,u,J,249,4,U,uU,U2,73,23.06,36.46,28.97
cross_foster,7154,TZ007,TZ,u,J,323,5,U,uU,U2,79,23.19,39.15,29.72
cross_foster,7154,TZ007,TZ,u,J,382,6,U,uU,U2,80,23.91,39.97,29.91
cross_foster,7157,TZ011,TZ,u,J,21,1,N,uN,N2,52,16.77,26.6,21.36
cross_foster,7157,TZ011,TZ,u,J,76,2,N,uN,N2,69,21.1,33.61,26.48
cross_foster,7157,TZ011,TZ,u,J,137,3,N,uN,N2,72,19.89,35.39,29.26
cross_foster,7157,TZ011,TZ,u,J,251,4,N,uN,N2,74,22.41,37.21,29.05
cross_foster,7157,TZ011,TZ,u,J,325,5,N,uN,N2,81,25.51,41.73,32.04
cross_foster,7157,TZ011,TZ,u,J,384,6,N,uN,N2,84,24.77,42.28,32.53
cross_foster,7194,TZ011,TZ,u,J,20,1,U,uU,U2,51,16.94,26.82,20.79
cross_foster,7194,TZ011,TZ,u,J,75,2,U,uU,U2,75,22.55,39.08,28.29
cross_foster,7194,TZ011,TZ,u,J,136,3,U,uU,U2,81,25.22,41.96,32.27
cross_foster,7194,TZ011,TZ,u,J,250,4,U,uU,U2,81,24.22,42.88,32.89
cross_foster,7194,TZ011,TZ,u,J,324,5,U,uU,U2,88,26.56,43.92,33.06
cross_foster,7194,TZ011,TZ,u,J,383,6,U,uU,U2,86,26.13,45.08,31.45
cross_foster,7236,TZ009,TZ,u,J,5,1,N,uN,N2,50.5,16.14,24.3,23.81
cross_foster,7236,TZ009,TZ,u,J,60,2,N,uN,N2,73,21.99,37.64,30.52
cross_foster,7236,TZ009,TZ,u,J,121,3,N,uN,N2,75,22.82,36.43,28.69
cross_foster,7236,TZ009,TZ,u,J,235,4,N,uN,N2,76,23.68,38.41,30.02
cross_foster,7236,TZ009,TZ,u,J,309,5,N,uN,N2,83,26.95,41.31,33.07
cross_foster,7236,TZ009,TZ,u,J,368,6,N,uN,N2,89,26.11,43.47,33.72
cross_foster,7280,TZ009,TZ,u,J,5,1,N,uN,N1,49,16.52,24.81,20.75
cross_foster,7280,TZ009,TZ,u,J,60,2,N,uN,N1,66,20.17,32.65,25.77
cross_foster,7280,TZ009,TZ,u,J,368,6,N,uN,N1,77,21.8,37,29.6
cross_foster,7291,TZ009,TZ,u,J,5,1,U,uU,U2,50,17,25.12,20.55
cross_foster,7291,TZ009,TZ,u,J,60,2,U,uU,U2,70,20.37,34.59,28.84
cross_foster,7291,TZ009,TZ,u,J,121,3,U,uU,U2,76,22.97,38.54,30.81
cross_foster,7291,TZ009,TZ,u,J,309,5,U,uU,U2,82,26.32,40.6,33.25
cross_foster,7291,TZ009,TZ,u,J,368,6,U,uU,U2,84,26.32,41.83,31.98
cross_foster,10552,TZ003,TZ,u,J,0,1,N,uN,N2,46,13.66,24.6,19.08
cross_foster,10552,TZ003,TZ,u,J,52,2,N,uN,N2,60,18.66,32.62,22.67
cross_foster,10568,TZ003,TZ,u,J,0,1,U,uU,U3,45,13.69,22.47,18.7
cross_foster,10568,TZ003,TZ,u,J,52,2,U,uU,U3,58,16.23,30.69,22.62
cross_foster,10568,TZ003,TZ,u,J,113,3,U,uU,U3,63,18.46,32.3,24.47
cross_foster,10568,TZ003,TZ,u,J,227,4,U,uU,U3,64,19.89,31.4,25.65
cross_foster,10568,TZ003,TZ,u,J,301,5,U,uU,U3,79,22.41,35.6,27.49
cross_foster,10568,TZ003,TZ,u,J,360,6,U,uU,U3,75,21.88,37.72,27.7
cross_foster,10597,TZ003,TZ,u,J,0,1,N,uN,N3,43,14.2,23.02,19.3
cross_foster,10597,TZ003,TZ,u,J,52,2,N,uN,N3,59,17.65,30.91,25.4
cross_foster,10597,TZ003,TZ,u,J,113,3,N,uN,N3,63,19.62,32.6,25.72
cross_foster,10597,TZ003,TZ,u,J,227,4,N,uN,N3,62,19.14,32.36,25.77
cross_foster,10597,TZ003,TZ,u,J,301,5,N,uN,N3,68,23.51,33.89,28.25
cross_foster,10597,TZ003,TZ,u,J,360,6,N,uN,N3,70,23.42,36.49,26.34
cross_foster,10612,TZ003,TZ,u,J,0,1,U,uU,U1,44.5,13.81,22.23,19.59
cross_foster,10612,TZ003,TZ,u,J,52,2,U,uU,U1,58,18.13,29.14,22.69
cross_foster,10612,TZ003,TZ,u,J,113,3,U,uU,U1,60,17.88,31.74,23.12
cross_foster,10612,TZ003,TZ,u,J,227,4,U,uU,U1,59,18.19,30.35,23.64
cross_foster,10612,TZ003,TZ,u,J,301,5,U,uU,U1,66,20.12,32.99,25.25
cross_foster,10612,TZ003,TZ,u,J,360,6,U,uU,U1,71,19.98,32.42,26.15
cross_foster,10615,TZ003,TZ,u,J,0,1,N,uN,N1,44,13.24,23.64,19.05
cross_foster,10615,TZ003,TZ,u,J,52,2,N,uN,N1,60,19.18,32.11,22.52
cross_foster,10615,TZ003,TZ,u,J,113,3,N,uN,N1,64,19.97,31.68,25.31
cross_foster,10615,TZ003,TZ,u,J,227,4,N,uN,N1,65,19.5,32.34,24.51
cross_foster,10615,TZ003,TZ,u,J,301,5,N,uN,N1,73,22.29,35.4,26.64
cross_foster,10615,TZ003,TZ,u,J,360,6,N,uN,N1,78,23.21,37.79,28.85
cross_foster,10643,TZ003,TZ,u,J,0,1,U,uU,U2,44.5,14.71,23.16,19.03
cross_foster,10643,TZ003,TZ,u,J,52,2,U,uU,U2,68,18.82,31.24,24.64
cross_foster,10643,TZ003,TZ,u,J,113,3,U,uU,U2,64.5,19.86,32.02,26.08
cross_foster,10643,TZ003,TZ,u,J,227,4,U,uU,U2,63,18.22,31.53,25.29
cross_foster,10643,TZ003,TZ,u,J,301,5,U,uU,U2,68,20.46,34.81,27.11
cross_foster,10643,TZ003,TZ,u,J,360,6,U,uU,U2,69,21.93,34.49,24.74
hatchling,GR1001-05,GR1001,GR,n,H,0,NA,NA,NA,NA,44,13.1,21.99,20.29
hatchling,GR1001-06,GR1001,GR,n,H,0,NA,NA,NA,NA,40,12.81,18.37,16.94
hatchling,GR1001-09,GR1001,GR,n,H,0,NA,NA,NA,NA,42,13.99,21.91,19.02
hatchling,GR1002-03,GR1002,GR,n,H,0,NA,NA,NA,NA,44,13.39,21.21,18.62
hatchling,GR1002-04,GR1002,GR,n,H,0,NA,NA,NA,NA,49,15.48,25.47,20.26
hatchling,GR1002-05,GR1002,GR,n,H,0,NA,NA,NA,NA,48,15.06,22.75,19.21
hatchling,GR1002-06,GR1002,GR,n,H,0,NA,NA,NA,NA,48,15.04,22.73,19.33
hatchling,GR1002-07,GR1002,GR,n,H,0,NA,NA,NA,NA,47,14.91,21.74,19.56
hatchling,GR1002-08,GR1002,GR,n,H,0,NA,NA,NA,NA,46,14.86,23.67,19.63
hatchling,GR1003-03,GR1003,GR,n,H,0,NA,NA,NA,NA,47,14.52,23.23,19.54
hatchling,GR1003-05,GR1003,GR,n,H,0,NA,NA,NA,NA,47,15.23,22.81,19.93
hatchling,GR1003-06,GR1003,GR,n,H,0,NA,NA,NA,NA,45,13.63,22.64,20.66
hatchling,GR1003-07,GR1003,GR,n,H,0,NA,NA,NA,NA,48,15.29,23.44,20.22
hatchling,GR1004-03,GR1004,GR,n,H,0,NA,NA,NA,NA,45,13.01,20.31,18.49
hatchling,GR1004-04,GR1004,GR,n,H,0,NA,NA,NA,NA,48,13.99,21.66,19.01
hatchling,GR1004-05,GR1004,GR,n,H,0,NA,NA,NA,NA,49,14.08,22.88,18.93
hatchling,GR1004-06,GR1004,GR,n,H,0,NA,NA,NA,NA,49,13.18,21.62,19.47
hatchling,GR1004-07,GR1004,GR,n,H,0,NA,NA,NA,NA,45,13.9,21.68,18.68
hatchling,GR1004-08,GR1004,GR,n,H,0,NA,NA,NA,NA,49,14.08,22.86,18.69
hatchling,GR1004-09,GR1004,GR,n,H,0,NA,NA,NA,NA,47,14.01,21.04,19.14
hatchling,GR1004-10,GR1004,GR,n,H,0,NA,NA,NA,NA,47,13.46,21.5,18.65
hatchling,GR1004-11,GR1004,GR,n,H,0,NA,NA,NA,NA,48,13.22,22.61,19.98
hatchling,GR1005-03,GR1005,GR,n,H,0,NA,NA,NA,NA,50,16.08,22.75,20.29
hatchling,GR1005-04,GR1005,GR,n,H,0,NA,NA,NA,NA,50,15.25,24.33,21.81
hatchling,GR1005-05,GR1005,GR,n,H,0,NA,NA,NA,NA,49,15.64,33.16,21.35
hatchling,GR1005-06,GR1005,GR,n,H,0,NA,NA,NA,NA,51,15.13,24.63,20.19
hatchling,GR1005-07,GR1005,GR,n,H,0,NA,NA,NA,NA,50,15.52,24.43,22.02
hatchling,GR1005-08,GR1005,GR,n,H,0,NA,NA,NA,NA,50,16.13,24.19,21.79
hatchling,GR1006-03,GR1006,GR,n,H,0,NA,NA,NA,NA,46,14.39,22.67,20.62
hatchling,GR1006-04,GR1006,GR,n,H,0,NA,NA,NA,NA,49,14.5,23.85,20.37
hatchling,GR1006-05,GR1006,GR,n,H,0,NA,NA,NA,NA,47,13.89,21.93,19.28
hatchling,GR1006-06,GR1006,GR,n,H,0,NA,NA,NA,NA,47,14.86,23.41,20.01
hatchling,GR1006-07,GR1006,GR,n,H,0,NA,NA,NA,NA,47,14.67,22.55,21.53
hatchling,GR1006-08,GR1006,GR,n,H,0,NA,NA,NA,NA,46,14.2,22.23,19.47
hatchling,GR1006-09,GR1006,GR,n,H,0,NA,NA,NA,NA,44,14.14,21.99,18.79
hatchling,GR1006-10,GR1006,GR,n,H,0,NA,NA,NA,NA,47,14.83,23.59,19.07
hatchling,GR1007-02,GR1007,GR,n,H,0,NA,NA,NA,NA,48,15.79,22.91,20.11
hatchling,GR1008-05,GR1008,GR,n,H,0,NA,NA,NA,NA,50,15.21,24.06,21.68
hatchling,GR1008-09,GR1008,GR,n,H,0,NA,NA,NA,NA,49,14.46,25.3,21.52
hatchling,GR1008-10,GR1008,GR,n,H,0,NA,NA,NA,NA,48,14.99,23.7,19.26
hatchling,GR1009-03,GR1009,GR,n,H,0,NA,NA,NA,NA,47,14.2,22.33,20.33
hatchling,GR1009-04,GR1009,GR,n,H,0,NA,NA,NA,NA,48,14.56,24.05,20.36
hatchling,GR1009-05,GR1009,GR,n,H,0,NA,NA,NA,NA,50,14.14,23.1,20.35
hatchling,GR1009-06,GR1009,GR,n,H,0,NA,NA,NA,NA,50,14.89,24.27,20.44
hatchling,GR1009-07,GR1009,GR,n,H,0,NA,NA,NA,NA,50,14.47,24.42,20.86
hatchling,GR1009-08,GR1009,GR,n,H,0,NA,NA,NA,NA,49,14.66,23.43,20.77
hatchling,GR1010-03,GR1010,GR,n,H,0,NA,NA,NA,NA,51,13.97,21.88,20.98
hatchling,GR1010-04,GR1010,GR,n,H,0,NA,NA,NA,NA,50,14.27,22.76,20.17
hatchling,GR1010-05,GR1010,GR,n,H,0,NA,NA,NA,NA,49,14.05,24.66,21.27
hatchling,GR1010-06,GR1010,GR,n,H,0,NA,NA,NA,NA,50,13.98,23.33,20.43
hatchling,GR1010-07,GR1010,GR,n,H,0,NA,NA,NA,NA,50,14.19,23.31,19.9
hatchling,LN1001-03,LN1001,LN,n,H,0,NA,NA,NA,NA,50,14.87,24.21,20.28
hatchling,LN1001-04,LN1001,LN,n,H,0,NA,NA,NA,NA,49,15.29,24.59,21.16
hatchling,LN1001-05,LN1001,LN,n,H,0,NA,NA,NA,NA,49,15.19,24.07,20.93
hatchling,LN1001-06,LN1001,LN,n,H,0,NA,NA,NA,NA,48,14.21,23.01,19.39
hatchling,LN1001-07,LN1001,LN,n,H,0,NA,NA,NA,NA,50,14.85,24.81,20.87
hatchling,LN1001-08,LN1001,LN,n,H,0,NA,NA,NA,NA,47,14.72,23.1,19.4
hatchling,LN1001-09,LN1001,LN,n,H,0,NA,NA,NA,NA,48,14.32,23.42,20.76
hatchling,LN1001-10,LN1001,LN,n,H,0,NA,NA,NA,NA,48,14,23.3,19.43
hatchling,LN1001-11A,LN1001,LN,n,H,0,NA,NA,NA,NA,45,12.78,21.76,18.11
hatchling,LN1001-11B,LN1001,LN,n,H,0,NA,NA,NA,NA,41,12.6,20,17.53
hatchling,LN1003-03,LN1003,LN,n,H,0,NA,NA,NA,NA,48,15.58,24.06,19.16
hatchling,LN1003-04,LN1003,LN,n,H,0,NA,NA,NA,NA,49,15.17,24.59,19
hatchling,LN1003-05,LN1003,LN,n,H,0,NA,NA,NA,NA,49,15.11,24.42,19.31
hatchling,LN1003-06,LN1003,LN,n,H,0,NA,NA,NA,NA,49,15.29,23.57,19.53
hatchling,LN1006-02,LN1006,LN,n,H,0,NA,NA,NA,NA,50,13.86,23.25,19.52
hatchling,LN1007-03,LN1007,LN,n,H,0,NA,NA,NA,NA,48,14.01,24.02,20.99
hatchling,LN1007-04,LN1007,LN,n,H,0,NA,NA,NA,NA,47,14.15,22.81,20.22
hatchling,LN1007-05,LN1007,LN,n,H,0,NA,NA,NA,NA,48,14.36,24.16,20.91
hatchling,LN1007-06,LN1007,LN,n,H,0,NA,NA,NA,NA,48,14.32,23.09,19.91
hatchling,LN1007-07,LN1007,LN,n,H,0,NA,NA,NA,NA,49,14.02,22.56,20.11
hatchling,LN1007-08,LN1007,LN,n,H,0,NA,NA,NA,NA,49,14.5,23.18,20.15
hatchling,LN1007-09,LN1007,LN,n,H,0,NA,NA,NA,NA,48,14.41,22.55,19.95
hatchling,LN1007-10,LN1007,LN,n,H,0,NA,NA,NA,NA,47,14.7,23.15,20.23
hatchling,LN1009-03,LN1009,LN,n,H,0,NA,NA,NA,NA,49,14.23,23.69,20.05
hatchling,LN1009-04,LN1009,LN,n,H,0,NA,NA,NA,NA,49,14.95,24.04,20.98
hatchling,LN1009-05,LN1009,LN,n,H,0,NA,NA,NA,NA,48,14.81,24.05,20.12
hatchling,LN1009-06,LN1009,LN,n,H,0,NA,NA,NA,NA,48,14.72,23.77,19.98
hatchling,LN1011-02,LN1011,LN,n,H,0,NA,NA,NA,NA,50,12.64,22.6,19.23
hatchling,LN1011-04,LN1011,LN,n,H,0,NA,NA,NA,NA,48,14.02,22.41,19.07
hatchling,LN1011-05,LN1011,LN,n,H,0,NA,NA,NA,NA,45,13.3,21.04,18.56
hatchling,LN1011-06,LN1011,LN,n,H,0,NA,NA,NA,NA,50,14.95,23.44,20.53
